"동별","독거노인별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"효창동","국민기초생활보장 수급권자","계","","35","49","52","51",
"효창동","국민기초생활보장 수급권자","65~79세","","24","37","35","32",
"효창동","국민기초생활보장 수급권자","80세 이상","","11","12","17","19",
"효창동","저소득노인","계","","10","9","1","4",
"효창동","저소득노인","65~79세","","8","5","-","2",
"효창동","저소득노인","80세 이상","","2","4","1","2",
"효창동","일   반","계","","282","244","268","519",
"효창동","일   반","65~79세","","207","170","186","365",
"효창동","일   반","80세 이상","","75","74","82","154",
"용문동","합계","계","","507","489","532","843",
"용문동","합계","65~79세","","358","353","363","548",
"용문동","합계","80세 이상","","149","136","169","295",
"용문동","국민기초생활보장 수급권자","계","","170","183","207","224",
"용문동","국민기초생활보장 수급권자","65~79세","","107","121","126","139",
"용문동","국민기초생활보장 수급권자","80세 이상","","63","62","81","85",
"용문동","저소득노인","계","","14","17","4","7",
"용문동","저소득노인","65~79세","","6","11","1","5",
"용문동","저소득노인","80세 이상","","8","6","3","2",
"용문동","일   반","계","","323","289","321","612",
"용문동","일   반","65~79세","","245","221","236","404",
"용문동","일   반","80세 이상","","78","68","85","208",
"한강로동","합계","계","","907","767","806","702",
"한강로동","합계","65~79세","","596","514","537","427",
"한강로동","합계","80세 이상","","311","253","269","275",
"한강로동","국민기초생활보장 수급권자","계","","174","171","174","172",
"한강로동","국민기초생활보장 수급권자","65~79세","","125","112","115","116",
"한강로동","국민기초생활보장 수급권자","80세 이상","","49","59","59","56",
"한강로동","저소득노인","계","","14","14","3","13",
"한강로동","저소득노인","65~79세","","8","11","3","12",
"한강로동","저소득노인","80세 이상","","6","3","-","1",
"한강로동","일   반","계","","719","582","629","517",
"한강로동","일   반","65~79세","","463","391","419","299",
"한강로동","일   반","80세 이상","","256","191","210","218",
"이촌1동","합계","계","","864","704","746","353",
"이촌1동","합계","65~79세","","499","401","411","233",
"이촌1동","합계","80세 이상","","365","303","335","120",
"이촌1동","국민기초생활보장 수급권자","계","","22","21","18","24",
"이촌1동","국민기초생활보장 수급권자","65~79세","","12","12","11","15",
"이촌1동","국민기초생활보장 수급권자","80세 이상","","10","9","7","9",
"이촌1동","저소득노인","계","","4","7","1","2",
"이촌1동","저소득노인","65~79세","","2","3","-","-",
"이촌1동","저소득노인","80세 이상","","2","4","1","2",
"이촌1동","일   반","계","","838","676","727","327",
"이촌1동","일   반","65~79세","","485","386","400","218",
"이촌1동","일   반","80세 이상","","353","290","327","109",
"이촌2동","합계","계","","445","405","427","649",
"이촌2동","합계","65~79세","","301","269","279","430",
"이촌2동","합계","80세 이상","","144","136","148","219",
"이촌2동","국민기초생활보장 수급권자","계","","57","65","75","85",
"이촌2동","국민기초생활보장 수급권자","65~79세","","30","30","35","43",
"이촌2동","국민기초생활보장 수급권자","80세 이상","","27","35","40","42",
"이촌2동","저소득노인","계","","11","9","4","2",
"이촌2동","저소득노인","65~79세","","4","3","1","-",
"이촌2동","저소득노인","80세 이상","","7","6","3","2",
"이촌2동","일   반","계","","377","331","348","562",
"이촌2동","일   반","65~79세","","267","236","243","387",
"이촌2동","일   반","80세 이상","","110","95","105","175",
"이태원1동","합계","계","","398","341","375","893",
"이태원1동","합계","65~79세","","264","237","268","613",
"이태원1동","합계","80세 이상","","134","104","107","280",
"이태원1동","국민기초생활보장 수급권자","계","","74","74","78","86",
"이태원1동","국민기초생활보장 수급권자","65~79세","","54","52","54","62",
"이태원1동","국민기초생활보장 수급권자","80세 이상","","20","22","24","24",
"이태원1동","저소득노인","계","","10","7","7","6",
"이태원1동","저소득노인","65~79세","","6","5","5","4",
"이태원1동","저소득노인","80세 이상","","4","2","2","2",
"이태원1동","일   반","계","","314","260","290","801",
"이태원1동","일   반","65~79세","","204","180","209","547",
"이태원1동","일   반","80세 이상","","110","80","81","254",
"이태원2동","합계","계","","521","430","513","849",
"이태원2동","합계","65~79세","","328","284","315","468",
"이태원2동","합계","80세 이상","","193","146","198","381",
"이태원2동","국민기초생활보장 수급권자","계","","84","89","97","101",
"이태원2동","국민기초생활보장 수급권자","65~79세","","53","58","60","68",
"이태원2동","국민기초생활보장 수급권자","80세 이상","","31","31","37","33",
"이태원2동","저소득노인","계","","23","15","4","4",
"이태원2동","저소득노인","65~79세","","18","11","1","-",
"이태원2동","저소득노인","80세 이상","","5","4","3","4",
"이태원2동","일   반","계","","414","326","412","744",
"이태원2동","일   반","65~79세","","257","215","254","400",
"이태원2동","일   반","80세 이상","","157","111","158","344",
"한남동","합계","계","","1125","906","856","650",
"한남동","합계","65~79세","","793","646","604","468",
"한남동","합계","80세 이상","","332","260","252","182",
"한남동","국민기초생활보장 수급권자","계","","200","214","182","62",
"한남동","국민기초생활보장 수급권자","65~79세","","135","136","117","39",
"한남동","국민기초생활보장 수급권자","80세 이상","","65","78","65","23",
"한남동","저소득노인","계","","40","38","5","5",
"한남동","저소득노인","65~79세","","27","22","1","4",
"한남동","저소득노인","80세 이상","","13","16","4","1",
"한남동","일   반","계","","885","654","669","583",
"한남동","일   반","65~79세","","631","488","486","425",
"한남동","일   반","80세 이상","","254","166","183","158",
"서빙고동","합계","계","","531","451","483","578",
"서빙고동","합계","65~79세","","323","268","277","369",
"서빙고동","합계","80세 이상","","208","183","206","209",
"서빙고동","국민기초생활보장 수급권자","계","","91","96","111","136",
"서빙고동","국민기초생활보장 수급권자","65~79세","","57","60","67","80",
"서빙고동","국민기초생활보장 수급권자","80세 이상","","34","36","44","56",
"서빙고동","저소득노인","계","","16","15","10","7",
"서빙고동","저소득노인","65~79세","","3","10","6","4",
"서빙고동","저소득노인","80세 이상","","13","5","4","3",
"서빙고동","일   반","계","","424","340","362","435",
"서빙고동","일   반","65~79세","","263","198","204","285",
"서빙고동","일   반","80세 이상","","161","142","158","150",
"보광동","합계","계","","881","788","791","632",
"보광동","합계","65~79세","","616","576","564","445",
"보광동","합계","80세 이상","","265","212","227","187",
"보광동","국민기초생활보장 수급권자","계","","279","309","303","229",
"보광동","국민기초생활보장 수급권자","65~79세","","193","214","215","168",
"보광동","국민기초생활보장 수급권자","80세 이상","","86","95","88","61",
"보광동","저소득노인","계","","52","40","15","14",
"보광동","저소득노인","65~79세","","32","24","7","6",
"보광동","저소득노인","80세 이상","","20","16","8","8",
"보광동","일   반","계","","550","439","473","389",
"보광동","일   반","65~79세","","391","338","342","271",
"보광동","일   반","80세 이상","","159","101","131","118",
"성동구","합계","계","","11231","11313","12141","12612",
"성동구","합계","65~79세","","8319","8248","8762","8994",
"성동구","합계","80세 이상","","2912","3065","3379","3618",
"성동구","국민기초생활보장 수급권자","계","","2985","3255","3536","3776",
"성동구","국민기초생활보장 수급권자","65~79세","","2045","2182","2354","2509",
"성동구","국민기초생활보장 수급권자","80세 이상","","940","1073","1182","1267",
"성동구","저소득노인","계","","352","502","239","433",
"성동구","저소득노인","65~79세","","201","288","131","277",
"성동구","저소득노인","80세 이상","","151","214","108","156",
"성동구","일   반","계","","7894","7556","8366","8403",
"성동구","일   반","65~79세","","6073","5778","6277","6208",
"성동구","일   반","80세 이상","","1821","1778","2089","2195",
"왕십리2동","합계","계","","622","634","690","714",
"왕십리2동","합계","65~79세","","465","464","496","504",
"왕십리2동","합계","80세 이상","","157","170","194","210",
"왕십리2동","국민기초생활보장 수급권자","계","","152","177","198","218",
"왕십리2동","국민기초생활보장 수급권자","65~79세","","101","116","132","145",
"왕십리2동","국민기초생활보장 수급권자","80세 이상","","51","61","66","73",
"왕십리2동","저소득노인","계","","14","39","15","26",
"왕십리2동","저소득노인","65~79세","","11","27","7","17",
"왕십리2동","저소득노인","80세 이상","","3","12","8","9",
